Type,Name,Mass,R x,R y,V x,Vy,Color,Angle (Deg)
dynamic,29,10.0,23.506056875739205,49.34460959294934,1.6701635006320483,1.770486873657656,w,0
dynamic,30,10.0,-47.222859363144934,32.26321170731986,-1.587603359254667,-1.7864277453308905,w,0
dynamic,31,10.0,-18.26746486988011,-39.33392365788229,-0.2872515263523092,1.5762537306848574,w,0
dynamic,32,10.0,-1.7370456214038015,16.31678876117681,-1.4679353182243138,1.9565015793463767,w,0
dynamic,33,10.0,16.02029174308248,-49.61956218086242,1.074588348195411,1.7518146328007191,w,0
dynamic,34,10.0,-2.789574639875795,48.079466898639396,-1.1260895022436146,1.6649483529327587,w,0
dynamic,35,10.0,-13.358852581132382,45.30896011851046,-1.5778274820766978,1.9187189071211443,w,0
dynamic,36,10.0,-39.57259739606308,46.805999867134275,-1.4345516768632596,-1.625659418312875,w,0
dynamic,37,10.0,22.96117460982302,49.70005951189365,0.8733840470810619,-1.4791141279940907,w,0
dynamic,38,10.0,-43.26660226462479,-48.55736756601478,0.3904806229302942,-1.6316766889172243,w,0
dynamic,39,10.0,46.730949350593946,48.71102343209293,1.3641770328717815,-1.5828117262721577,w,0
dynamic,40,10.0,-5.392129514217871,32.929096630307924,-1.9950953266529967,-1.99836710302207,w,0
dynamic,41,10.0,-19.82876474184303,31.752131775882805,1.5778330269356404,-1.1298354293818629,w,0
dynamic,42,10.0,8.928938601551927,45.95941043239629,1.5935195956529955,-1.8811614634959535,w,0
dynamic,43,10.0,-26.912261004901495,48.75437378844377,0.42317855039918184,1.762027912569934,w,0
dynamic,44,10.0,38.05857926901707,39.75284979308908,1.2493048697001221,1.611589641004197,w,0
dynamic,45,10.0,-48.28654641983399,38.59020619881542,1.8715304774467603,-1.0546375751641364,w,0
dynamic,46,10.0,-22.729772475244626,-49.31623928862508,1.3709376958903388,1.6990959053572805,w,0
dynamic,47,10.0,42.32934724291955,45.10147684247233,1.7859678585794767,1.9253950404289004,w,0
dynamic,48,10.0,-20.7899796594888,-42.305783085844865,-0.930588296246238,-1.9170967061898536,w,0
dynamic,49,10.0,-22.115907069365516,-6.022510256105795,0.8196408258243002,1.7388979088364886,w,0
dynamic,50,10.0,-10.175547109746589,-43.962614367244235,1.9250802725747111,0.9671592323935039,w,0
dynamic,51,10.0,-3.1806804032711113,31.806186768825377,-1.6553118583736834,1.8508156788598988,w,0
dynamic,52,10.0,13.609224816979207,39.85212604039825,0.1077420526181192,1.969456521365479,w,0
dynamic,53,10.0,38.24170907598935,-16.75121412176561,-0.025276214807479658,1.7449174615807217,w,0
dynamic,54,10.0,-3.6874510279626946,49.78860435450102,0.8405196071316698,-1.7120078228074358,w,0
dynamic,55,10.0,21.770930896133052,-35.32629109422869,-0.18192587872384047,1.9934233179293506,w,0
dynamic,56,10.0,36.92697132666751,34.20272336506848,-1.5600453038219015,-1.9900468201334858,w,0
dynamic,57,10.0,-2.7329446191717963,48.925861749922326,-1.6914240794695856,0.9981072392734776,w,0
dynamic,58,10.0,-1.6885729105528213,49.99985604794879,-1.0222373349961074,1.5894623905869818,w,0
dynamic,59,10.0,-36.44089804625378,-11.569228114790478,0.5818225829847989,-1.9999902543301722,w,0
dynamic,60,10.0,-35.130188477729334,31.247977025822085,-1.2043237782914802,1.9533308725184089,w,0
dynamic,61,10.0,-15.793249880787684,-49.08608910340698,-0.17192030638096867,1.7720631873148354,w,0
dynamic,62,10.0,12.423399798813506,49.898556238662906,-1.8729727182909608,-1.927517601862745,w,0
dynamic,63,10.0,7.1183743579035905,5.286721947865607,-0.20686179441535568,-1.3829507434069206,w,0
dynamic,64,10.0,48.8766093968582,-24.95619822134876,-0.31451636984666953,0.9462308521572015,w,0
dynamic,65,10.0,-42.5522698085796,-43.17376436771391,-1.3365768675110417,-1.7503350877034023,w,0
dynamic,66,10.0,29.172208309273458,28.520413455406125,-1.4711600120987143,1.7250722732939014,w,0
dynamic,67,10.0,26.17957435067062,27.383647259840302,0.872654564528133,0.4147731132747362,w,0
dynamic,68,10.0,41.53896276887711,-48.70807876245156,-1.1122733495624342,1.7690134455088367,w,0
dynamic,69,10.0,-38.91740169686372,-27.42073571341579,-1.1114002485529482,-1.518132677205082,w,0
dynamic,70,10.0,46.8525165689577,49.618091969828804,-0.15613351943704723,1.4529674965790735,w,0
dynamic,71,10.0,-7.035191488001068,-48.47988166889387,0.43157016474053256,1.9971683260016975,w,0
dynamic,72,10.0,27.40856209409553,39.46655133461957,0.17973036039353962,0.8496091117366545,w,0
dynamic,73,10.0,-0.38202372790085093,39.823211250848146,-1.4085498199909847,1.4948753214514219,w,0
dynamic,74,10.0,-18.19563341038841,48.75868915328812,1.6441693075536223,1.9897637651771138,w,0
dynamic,75,10.0,-45.454858963289865,43.22564922578996,1.9312426614760154,-1.1106569179221364,w,0
dynamic,76,10.0,41.19324747902668,42.22722971226366,1.3042890823864286,1.9880343696108749,w,0
dynamic,77,10.0,0.46856884699397483,49.54192111271056,1.7086600282956321,1.2535438811787643,w,0
dynamic,78,10.0,37.3026267644716,47.91460031264564,-1.5177374467235039,-1.0398649757604144,w,0
dynamic,79,10.0,47.8533270280293,-49.70860343047589,-1.7731609804385653,-0.7540858320747434,w,0
dynamic,80,10.0,1.3289111118954153,36.28286562942741,-1.3306238018027616,0.8676364909259973,w,0
dynamic,81,10.0,34.419480612002644,36.86341121963827,-1.1371023997213494,-1.0389722734730278,w,0
dynamic,82,10.0,-2.953220758442285,-49.15448097947982,1.3289636584513258,-1.9095685322875993,w,0
dynamic,83,10.0,-16.85951892953897,19.081101451391987,1.3684262202248902,-1.7989794882102463,w,0
dynamic,84,10.0,17.548764912672112,-49.87533708515299,-1.7501342468490324,1.9050519101974877,w,0
dynamic,85,10.0,-41.103392562201506,47.310934189233926,-0.9621991564677193,1.9468343248556297,w,0
dynamic,86,10.0,-7.775042995082629,-36.97426796711123,0.08226359016897389,-1.869140622178635,w,0
dynamic,87,10.0,21.74706372792339,-17.22633776438384,-0.6938894860071971,1.9645580239950826,w,0
dynamic,88,10.0,41.767384038301174,38.30662724229541,-1.4471162916583613,1.7234248884711354,w,0
dynamic,89,10.0,-20.404885836972287,-48.89151412066581,-1.414864366015482,-0.6510363012349466,w,0
dynamic,90,10.0,41.35542848619099,49.83035284611311,0.6398810751717634,-0.8297620112685643,w,0
dynamic,91,10.0,-30.442496098327474,-24.626412654968643,-0.2994008768784453,1.8798317300648024,w,0
dynamic,92,10.0,6.815874171147804,46.129434893356056,1.0652056338268694,1.2307601403499082,w,0
dynamic,93,10.0,18.857681096328292,48.09677510526481,0.4357020870721966,-1.7703289032932032,w,0
dynamic,94,10.0,36.34241463377745,33.40609909482062,-1.8295494138408293,1.9542806160866735,w,0
dynamic,95,10.0,38.35212313376721,46.870565680885605,-1.8335947215909072,1.8447405140603093,w,0
dynamic,96,10.0,-1.4213274533188454,15.613574722246375,1.3601656200548824,-0.9050489698854101,w,0
dynamic,97,10.0,-2.0427958032514297,25.034745254924754,1.0077472081979089,1.5913042774345283,w,0
dynamic,98,10.0,43.72861536376213,-33.13802026078504,-0.7247198347687198,1.7742633032277453,w,0
dynamic,99,10.0,27.35202433675849,49.50747113100912,0.9066948329734106,-0.7817664875946875,w,0
dynamic,100,10.0,37.08840495890591,-6.677546298716475,0.44283310084325755,-0.8248934814672494,w,0
dynamic,101,10.0,-15.140319479193664,-46.06647091983633,-0.6333930853747725,1.980363557042223,w,0
dynamic,102,10.0,20.515547097241367,-49.77281050667775,0.05289619566646131,0.5293227239296985,w,0
dynamic,103,10.0,0.9416726643936784,49.9319563964537,0.7218079957901247,1.9927171984611702,w,0
dynamic,104,10.0,-34.872105918533926,-48.842385813651596,-0.7022141386423115,-0.9111787927311346,w,0
dynamic,105,10.0,5.850923395088024,33.786441593464566,0.5135999539470588,-1.950956630792049,w,0
dynamic,106,10.0,-21.27894378760561,-38.29654948941104,0.024684016109560947,0.4484129901348154,w,0
dynamic,107,10.0,-22.063818055966543,-49.972616289860376,-0.4536735237728462,1.9886163264024848,w,0
dynamic,108,10.0,-14.730942306257056,10.962420746986465,0.5822697647307091,1.9259214059398575,w,0
dynamic,109,10.0,-46.32007033248583,48.79214143153582,-0.8354410652225108,-1.6071514551050394,w,0
dynamic,110,10.0,-10.974562231388795,45.77815466171859,1.2924041380994966,1.774023905514744,w,0
dynamic,111,10.0,20.21349935912643,47.07262018826086,-0.3147529575211845,1.844941248511695,w,0
dynamic,112,10.0,-41.56175271351861,-43.53995903863262,1.9489420378555202,-1.9747143843175452,w,0
dynamic,113,10.0,-18.91610373078564,-34.26788376089181,0.7087658255838565,-1.5072857972181875,w,0
dynamic,114,10.0,-21.265147734586876,3.8170088854549284,0.13600134887776116,-1.6114915162786296,w,0
dynamic,115,10.0,-17.270212819078083,31.741150741974632,0.9183432281758095,-1.0578964488898648,w,0
dynamic,116,10.0,15.080641458772561,38.28986960947545,-0.8231195095331976,1.5983276547725527,w,0
dynamic,117,10.0,42.9128965767154,-48.18023028144498,1.252544529034099,1.9643711171655134,w,0
dynamic,118,10.0,33.14133279527711,-34.902085652249696,0.7136703019682646,1.796021312681184,w,0
dynamic,119,10.0,43.13294825132998,-29.89021948745292,-1.448168410200862,-1.4072780306754233,w,0
dynamic,120,10.0,-16.066178593213507,-48.93552595690931,-1.6712356489064009,1.9476817929901893,w,0
dynamic,121,10.0,38.85423442584906,-37.125134169138036,-1.3390803040449666,-1.8326423261545262,w,0
dynamic,122,10.0,-45.4570484720212,39.38810932080802,-1.128468393552453,0.8999573971163053,w,0
dynamic,123,10.0,-1.5740397838017515,8.837934808353099,-0.439810105551635,1.8433447647145829,w,0
dynamic,124,10.0,-3.2917568276889995,-47.86056630317254,1.3201864541211665,-1.2126170028478076,w,0
dynamic,125,10.0,8.498285024129046,-43.81201102514691,0.2603774823983782,-1.9500227312925962,w,0
dynamic,126,10.0,-1.351880077431879,-45.25096102651353,0.19350485665810124,1.9931257166263256,w,0
dynamic,127,10.0,-48.15007909279494,33.642608415029926,0.6004079104475353,-1.9841512991470707,w,0
dynamic,128,10.0,35.11819716277678,-48.0230943024289,1.8963507860884992,-1.8999581519629387,w,0
dynamic,129,10.0,-29.500261871337564,30.969254860594734,-0.4999725960925896,1.3096026566826366,w,0
dynamic,130,10.0,40.437960461758976,-40.2049687961568,-0.1262569396381643,-1.9934445415298605,w,0
dynamic,131,10.0,35.497413477081835,-27.394407165420535,1.0225247392174195,1.8358310535241822,w,0
dynamic,132,10.0,19.252650899440667,-30.283518405733574,-0.7534200898225145,1.869602470249956,w,0
dynamic,133,10.0,-42.49260535836201,41.584027525166356,0.5049923124530653,-1.9705745527620095,w,0
dynamic,134,10.0,25.283775844613928,13.989895246553969,1.1600559622459188,1.8964327731925592,w,0
dynamic,135,10.0,-10.073387222915784,-42.64800515450472,-0.8652237562049065,1.9515937189860926,w,0
dynamic,136,10.0,-38.283162608071635,44.184723291138084,0.11149054693148752,1.1095229897976093,w,0
dynamic,137,10.0,45.249856125293945,46.56537574656331,-0.6080800281831591,-1.9770277827088216,w,0
dynamic,138,10.0,-45.995725184272985,48.26027870163491,0.2904823255821327,1.7915713239264497,w,0
dynamic,139,10.0,-21.269691531793566,-14.166318115158532,-0.5036047834158244,-1.987810036041525,w,0
dynamic,140,10.0,43.90505414002919,49.800446548295206,1.034091246903238,-1.3275431175676748,w,0
dynamic,141,10.0,16.7253565134867,-24.035386603197452,0.6303198306886162,1.3686003293101263,w,0
dynamic,142,10.0,-16.63628018568358,-30.95906058007513,-0.722823465350114,-1.9262386214860885,w,0
dynamic,143,10.0,-46.35170823067008,46.7731969143914,-1.8875594833882734,1.2489575233568653,w,0
dynamic,144,10.0,-48.59061121623478,-38.03135586372953,-1.9943126868496024,1.9243481494237433,w,0
dynamic,145,10.0,-17.959542733456615,-7.647808924892101,-1.2170580499223758,-1.9673470808120554,w,0
dynamic,146,10.0,-43.76270758391551,-49.99287742953732,-1.009895212021927,-1.9576204524001455,w,0
dynamic,147,10.0,16.37782047407252,-49.79652778855296,0.5140206204254545,1.250323064054594,w,0
dynamic,148,10.0,-46.94342883798025,47.384219736314705,-1.0848325518962043,1.5776364855646088,w,0
dynamic,149,10.0,22.183974620454777,37.68947383476427,-1.060174629215179,0.3804269412077294,w,0
dynamic,150,10.0,-20.206213885818826,46.719241818123336,1.9990325619182934,1.9658847996776585,w,0
dynamic,151,10.0,-37.91873446775376,-49.88205477087059,1.074836044725724,1.0394140745766196,w,0
dynamic,152,10.0,-21.93276561141806,-32.58913741001866,0.811361916306061,-1.976660464777843,w,0
dynamic,153,10.0,-32.14699350476575,-46.13764923953877,-1.3229858227446378,1.977435298994817,w,0
dynamic,154,10.0,30.009652611326075,30.336812526311594,0.0690922126600646,-1.9866726034248163,w,0
dynamic,155,10.0,31.07581387756234,-46.387455704450836,0.2555404975085196,-1.8717658495163296,w,0
dynamic,156,10.0,20.920751929674722,44.69097213716211,-1.312222161787255,1.9962080122792534,w,0
dynamic,157,10.0,35.90196118224641,-43.04677528995283,0.29231703848649637,-1.6456416932124316,w,0
dynamic,158,10.0,-24.535414178667324,-35.29737488961404,1.4148799222099333,-0.7941722699962361,w,0
dynamic,159,10.0,0.119200214227277,6.304445122313027,-0.0777817729795367,-1.8185655557863316,w,0
dynamic,160,10.0,-48.20711238782589,49.829828248046944,-0.746264404941662,1.0502989422869922,w,0
dynamic,161,10.0,12.14087830821147,-40.45271973647924,0.5347582069663468,1.0652484205595791,w,0
dynamic,162,10.0,-47.29087283027267,35.74606053779828,-0.6637429818151657,1.9329123552504262,w,0
dynamic,163,10.0,-6.334143749595555,-49.99997815450365,-1.6855747892871316,1.99975270508051,w,0
dynamic,164,10.0,-43.16090110789173,-35.419122051468,-1.9923631937387034,1.473390178892322,w,0
dynamic,165,10.0,-30.725635009590967,35.604383997583504,-1.9948263460594928,-0.4686533064246563,w,0
dynamic,166,10.0,16.258202486814625,-46.392212126477574,-0.5830387114687277,1.999863257697202,w,0
dynamic,167,10.0,7.20286523862773,44.495159595801084,-0.7829927859128656,-1.3340285433773036,w,0
dynamic,168,10.0,-40.98142110903591,-42.362432502221694,-0.395529063344187,-1.7592805251590875,w,0
dynamic,169,10.0,-17.948487962751045,43.70747635249349,-1.9605246305915158,1.9656354834183953,w,0
dynamic,170,10.0,0.8592958631278051,-42.36691763932768,-1.9782893558985926,-1.9687006274317613,w,0
dynamic,171,10.0,-40.0984821413074,-49.931087505313975,-0.54812563017303,-1.8356113914031578,w,0
dynamic,172,10.0,-19.7495577910361,-40.42605468591982,0.23614129137203044,-0.8580769324556351,w,0
dynamic,173,10.0,-20.560595700389193,-37.16504613914312,-1.4642457304034355,1.8939662270874194,w,0
dynamic,174,10.0,43.422160486966916,-44.6618888848922,-1.7520122475241235,1.8549494054696638,w,0
dynamic,175,10.0,14.643823468966701,-32.79365064423717,-0.8490608381930729,1.9132960991866252,w,0
dynamic,176,10.0,4.933273423107153,23.81354307520179,-0.3737700627940943,-0.7816074987023871,w,0
dynamic,177,10.0,-29.98265708223984,48.63754385442616,-1.2025594143645497,-1.8772871161811515,w,0
dynamic,178,10.0,-15.590244200545612,-47.75097012144629,-1.0212441567897965,1.9786195677100065,w,0
dynamic,179,10.0,28.172721911172943,49.93728482442095,-1.7345462436878667,-1.9419074064299655,w,0
dynamic,180,10.0,39.102781055170496,-43.854483718126396,-1.0208608063960867,-1.9741477097176705,w,0
dynamic,181,10.0,37.68977339956864,43.161240041124096,-0.21687662465088398,1.8765776420364657,w,0
dynamic,182,10.0,-4.163262294596159,41.737765018270736,1.3242428916661821,-1.611254996765194,w,0
dynamic,183,10.0,-4.431631865211116,-49.13705022840124,-1.9344960768668322,1.1513376635907693,w,0
dynamic,184,10.0,-1.3418971168438247,-40.760493356060735,-0.6112297576699395,-1.797301740421361,w,0
dynamic,185,10.0,43.75879025192842,-47.164721888381024,1.37938525435818,-1.984997200193955,w,0
dynamic,186,10.0,-0.3751646037251106,-39.240813277709314,1.7982225594873151,1.7502027382982435,w,0
dynamic,187,10.0,-5.432090814377133,47.76283702328827,0.28266365565593343,1.8484944729093098,w,0
dynamic,188,10.0,20.72790259230365,35.04036443006632,-0.34194379693960775,1.1705311633937205,w,0
dynamic,189,10.0,4.841647174890099,-35.08244877797085,-0.40823596197065104,-1.999785127976064,w,0
dynamic,190,10.0,19.120124621016544,23.02736332747718,-0.14850825740894136,-1.2753780780277149,w,0
dynamic,191,10.0,5.428930415512845,-13.553636611860961,1.4497915285796599,-0.8750310530890125,w,0
dynamic,192,10.0,-20.970585456762247,-4.107103269861033,-1.3628585014820818,-1.0163742564215525,w,0
dynamic,193,10.0,-21.871623555066233,-2.329779325317685,-0.5269828673605477,-1.8145529034174304,w,0
dynamic,194,10.0,8.016558596361868,36.17444941540317,0.6231093651340212,1.9907824384712764,w,0
dynamic,195,10.0,-12.151857017119724,21.893360002714083,0.7018792538114953,-1.9525980419460325,w,0
dynamic,196,10.0,-13.884019858054174,-39.160938040538454,1.8352870427094885,-1.9986258347608639,w,0
dynamic,197,10.0,-4.783036233210403,42.04753150195093,-0.7660937334025197,1.9004197458378007,w,0
dynamic,198,10.0,-35.21316891901709,-19.546633492628246,-1.0288833057135287,-1.953737759067708,w,0
dynamic,199,10.0,6.302759926018943,-44.138206876848805,1.681533221568321,-1.681298879815023,w,0
dynamic,200,10.0,-31.907873293521494,49.5272822150773,1.3347508903355578,1.8629873693991437,w,0
dynamic,201,10.0,30.869818759769416,43.69091533340333,-0.11709201899995758,-1.9754188652342148,w,0
dynamic,202,10.0,-22.840921130824967,-34.4778040431998,-0.8461561166743161,-0.8417051841506091,w,0
dynamic,203,10.0,6.3473941137238015,40.318173012546815,-0.5385757472322914,1.979463237042917,w,0
dynamic,204,10.0,21.55639503722381,-41.35390533933442,-1.4384579480870028,-1.1355831049439884,w,0
dynamic,205,10.0,24.781629775091147,-39.65756170935363,-0.8805541126545591,1.4315579046174678,w,0
dynamic,206,10.0,-38.98751737568664,44.547254402863764,0.6104899493456073,1.9979193216990259,w,0
dynamic,207,10.0,-17.031547196282673,-49.91951539232861,1.6971545532271723,1.9967709417674602,w,0
dynamic,208,10.0,18.518502529880365,-34.19344348388093,0.2650903368179929,-1.9918690714537517,w,0
dynamic,209,10.0,-5.1362180188738265,49.89787181096622,1.9155842496085516,0.8295453171961681,w,0
dynamic,210,10.0,-18.11508407077539,44.02369143709603,-0.45642175674186314,-1.5151466789245018,w,0
dynamic,211,10.0,38.31304702745361,-24.208026746587695,1.1379485154012863,1.7106301045730197,w,0
dynamic,212,10.0,33.21006598607468,-40.05686818124427,1.4361385718064539,-1.65600675720738,w,0
dynamic,213,10.0,47.00328839135392,37.852288367519066,-0.9449555159104439,1.9954884201583651,w,0
dynamic,214,10.0,-9.761139948863459,49.3979834555013,-1.1205863185615659,1.6650122231663447,w,0
dynamic,215,10.0,21.63589162942236,-21.62446704422746,1.354207015663321,1.839946045912479,w,0
dynamic,216,10.0,31.196186910836687,-34.25869999676925,0.2894041433177641,1.6685756762816002,w,0
dynamic,217,10.0,38.75605867715231,-31.977082807374003,-1.8166634016335141,-1.9932188402843365,w,0
dynamic,218,10.0,-27.223465793879598,14.220996625029105,-0.04377618771558511,1.251725713425979,w,0
dynamic,219,10.0,46.14930501080562,49.19748173553545,-0.3932519106246497,1.3751321003998673,w,0
dynamic,220,10.0,41.374677564349966,40.090997702502904,0.39195113927165615,-1.9967626571776278,w,0
dynamic,221,10.0,25.589302334062793,-43.46188082876259,0.7042505453014494,-1.6657639998395803,w,0
dynamic,222,10.0,15.157987373577186,-45.565707203638155,-1.224877664409866,-1.9868599120488153,w,0
dynamic,223,10.0,22.027813065908276,-48.64195789233782,-1.0124744433463961,-0.4411438263467144,w,0
dynamic,224,10.0,47.11553039481902,-39.96469785289265,-1.3474796739239117,1.0030240541018072,w,0
dynamic,225,10.0,-15.59714290904698,49.64548774644081,-0.8371736156367806,-1.276408773231883,w,0
dynamic,226,10.0,-18.41281436135207,-43.14866577161584,-0.014334422968267369,1.9164552815609432,w,0
dynamic,227,10.0,39.17222718069256,-27.11386333116148,1.8165915094848688,-1.8234300817811122,w,0
dynamic,228,10.0,-23.5214883956232,-47.56747453883268,1.4021395211807581,-1.0490584072276754,w,0
dynamic,229,10.0,16.094162603251803,-26.22040306203351,-1.69926110422597,-0.7436549209499154,w,0
dynamic,230,10.0,31.38602845299239,-36.9844691742083,1.1194402009923512,1.5843680445065667,w,0
dynamic,231,10.0,3.466370928163151,47.326712453758134,0.2910610793377679,1.016158142774065,w,0
dynamic,232,10.0,-29.1226628763534,33.50346029123066,-1.5696947748699412,-1.6496376044400356,w,0
dynamic,233,10.0,32.59706203849677,-49.964229070142125,1.9737990032422754,-1.966602421215976,w,0
dynamic,234,10.0,43.11516561160545,49.2164737112766,-0.14540659128898126,1.8982632611952905,w,0
dynamic,235,10.0,-23.804573275432418,22.541118777851125,1.9601179130443445,0.8446984247001362,w,0
dynamic,236,10.0,-36.91669255934073,-48.87186363152931,1.3892235570380778,-1.9654553694705066,w,0
dynamic,237,10.0,18.487282158124685,-49.23130311783462,-1.399369499290657,1.8252159387485882,w,0
dynamic,238,10.0,15.076965974278536,47.38054259515701,1.3697057059755364,-1.3794764948716545,w,0
dynamic,239,10.0,40.27391347575788,-43.203622866798455,-0.6014886573569389,-0.6223117179793245,w,0
dynamic,240,10.0,16.061842374734894,-46.26261592273263,1.766226196653978,0.5838768454154167,w,0
dynamic,241,10.0,21.63964844755641,38.64322993573641,0.337368939835506,0.3816791331816196,w,0
dynamic,242,10.0,-34.657227970528396,-7.597402875071636,1.9497544333040886,1.7654645636896145,w,0
dynamic,243,10.0,25.04627029621436,21.340593155448328,-0.7617669766655912,1.9476824029354167,w,0
dynamic,244,10.0,-20.984517893770594,-49.98840263366611,0.008814648798025626,-1.239568960572239,w,0
dynamic,245,10.0,-24.929670048732667,-49.547485715105616,-1.397743357466175,1.663585032607296,w,0
dynamic,246,10.0,-29.076805823601347,31.503499612784022,1.3839272816673223,0.5619650573434845,w,0
dynamic,247,10.0,-39.495626469084215,46.917981515959596,0.5994086734918938,1.9406435263334667,w,0
dynamic,248,10.0,27.360308470418147,-47.91039238970772,0.12836094735315484,1.8478739004203972,w,0
dynamic,249,10.0,-24.12783777220896,20.269187006016306,0.5653446814504179,1.2344290037362298,w,0
dynamic,250,10.0,-31.27350591893784,24.88094603683364,-0.8852990529774099,-1.8475102747175394,w,0
dynamic,251,10.0,40.86887807362724,42.59434499976902,-1.0024817019190788,1.7021216075637362,w,0
dynamic,252,10.0,19.119311475060158,43.7922016603208,1.7045591196336258,-1.9277230951682207,w,0
dynamic,253,10.0,12.789728312890311,-48.43931191700305,0.6993521593185208,0.9364383055771076,w,0
dynamic,254,10.0,-18.801863021751252,-38.27234061269224,-1.0274376981003868,1.9887268566997685,w,0
dynamic,255,10.0,-47.72950612893235,49.6300887964945,-0.5733155971967756,1.8522443540936855,w,0
dynamic,256,10.0,26.43450216411142,37.273694034146985,-0.20504897684898893,-1.9978209960859625,w,0
dynamic,257,10.0,44.21630213225376,46.453507428085864,0.4902756399533206,1.9367434712063532,w,0
dynamic,258,10.0,-8.96089758855019,49.911936830734284,-0.6457786443930984,-1.2223529840466922,w,0
dynamic,259,10.0,-6.195287255227399,-44.75010488874419,-1.9790121572243953,-1.6601834469055432,w,0
dynamic,260,10.0,2.590712136120807,41.707962560359874,0.9179441554126595,1.7008092728208317,w,0
dynamic,261,10.0,26.011423400032612,20.451111969178918,-0.8734350970482447,0.2918335324946849,w,0
dynamic,262,10.0,34.08260238016858,5.98997731853599,0.7222729909087868,-1.1440007366684797,w,0
dynamic,263,10.0,13.838022256539098,-45.50091724462674,0.2689105727723873,1.595670665142299,w,0
dynamic,264,10.0,25.427492052217076,-48.82217426502004,0.5175044983107178,-0.6376707697292842,w,0
dynamic,265,10.0,-9.982715433946098,-47.90973338108405,-1.0859664967310336,-1.9621441591382798,w,0
dynamic,266,10.0,47.193716615359506,39.69238109246112,-1.3411233700829626,-1.9822315099306833,w,0
dynamic,267,10.0,-17.23698757160701,-48.77322767586187,-1.6677106046414005,1.883507427210825,w,0
dynamic,268,10.0,-27.333228693712407,-49.46263350049859,1.6698128020416187,1.2404991676804151,w,0
dynamic,269,10.0,-11.729828674616606,-32.23728184905416,-0.2038365081257929,1.8899928741397285,w,0
dynamic,270,10.0,-5.433202976664035,49.39801129919595,0.28086217473452013,-1.4578369998566048,w,0
dynamic,271,10.0,-11.404681329653734,-13.028839279263659,0.7018815819098005,0.5583183078293301,w,0
dynamic,272,10.0,-9.918950308940687,38.415971852644475,0.8005589782008515,-1.7244976403755732,w,0
dynamic,273,10.0,47.19479244713881,39.7028112115846,1.2259951343196054,-1.1330552708841668,w,0
